case_id,spider_question_id,database_id,split,model_source,difficulty_tier,num_checkpoints,num_checkable_checkpoints,num_unverifiable_checkpoints,endpoint_correct,checkpoint_degraded_flag,deep_nesting_flag,boundary_flag,include_onset_eval,include_pattern_eval,exclusion_reason,created_at,input_hash_or_manifest
dtest_case_0171,spider_q8468,world,dtest,gpt-4,complex,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,057f401047ad2dba
dtest_case_0172,spider_q7410,academic,dtest,gemini-pro,hard,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,caf99d19322c6b73
dtest_case_0173,spider_q9652,geo,dtest,gpt-4,hard,3,3,0,True,True,False,False,True,True,,2025-01-15 08:30:00,27e22d16e3413cda
dtest_case_0174,spider_q4764,scholar,dtest,gemini-pro,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,a721a2b917f3e2c8
dtest_case_0175,spider_q7599,restaurant,dtest,mistral,medium,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,7ecd1bc196256c88
dtest_case_0176,spider_q6102,restaurant,dtest,gemini-pro,medium,3,0,3,False,True,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,5f1e104aded39c5c
dtest_case_0177,spider_q8006,restaurant,dtest,mistral,medium,3,2,1,False,False,True,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,094c1335ac509bd2
dtest_case_0178,spider_q4483,scholar,dtest,mistral,easy,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,a950a91aa365ce4a
dtest_case_0179,spider_q2994,restaurant,dtest,gemini-pro,complex,3,1,2,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,f44f41c2854f5994
dtest_case_0180,spider_q9682,imdb,dtest,claude-3,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,34db0200e1846d47
dtest_case_0181,spider_q2072,hr,dtest,codellama,medium,3,0,3,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,65098639f20be4bc
dtest_case_0182,spider_q7707,scholar,dtest,gpt-4,medium,3,0,3,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,4aace41a1d309605
dtest_case_0183,spider_q1215,academic,dtest,codellama,medium,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,442cb782d080e3cf
dtest_case_0184,spider_q8605,hr,dtest,gpt-4,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,4db20d88634ed0aa
dtest_case_0185,spider_q3606,geo,dtest,gpt-4,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,30ee04b7c90fc4d2
dtest_case_0186,spider_q9350,academic,dtest,mistral,complex,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,9d33f71644e3be3e
dtest_case_0187,spider_q5781,hr,dtest,gpt-4,medium,3,1,2,False,True,False,True,True,True,,2025-01-15 08:30:00,b2e7c296711897f6
dtest_case_0188,spider_q4313,yelp,dtest,gpt-4,complex,3,2,1,False,False,True,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,cfedf887f550edb9
dtest_case_0189,spider_q8763,restaurant,dtest,gemini-pro,complex,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,093be2097d7cca01
dtest_case_0190,spider_q6939,yelp,dtest,codellama,medium,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,29eaaf63afe5bb1b
dtest_case_0191,spider_q3295,world,dtest,gemini-pro,complex,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,238d26f26c869b87
dtest_case_0192,spider_q6685,world,dtest,gpt-4,easy,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,48b0772142e2e103
dtest_case_0193,spider_q2696,hr,dtest,mistral,complex,3,0,3,False,True,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,b38718c12315e4ee
dtest_case_0194,spider_q2946,yelp,dtest,gemini-pro,medium,3,3,0,False,True,True,False,True,True,,2025-01-15 08:30:00,ffb0334069de47ee
dtest_case_0195,spider_q3783,scholar,dtest,gemini-pro,complex,3,0,3,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,3e079e939fb04d1b
dtest_case_0196,spider_q4644,academic,dtest,claude-3,complex,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,9557b324a970b1e8
dtest_case_0197,spider_q6241,yelp,dtest,gpt-4,complex,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,eab6a71335efad4a
dtest_case_0198,spider_q7420,world,dtest,mistral,hard,3,2,1,False,True,False,True,True,True,,2025-01-15 08:30:00,2e295171896735af
dtest_case_0199,spider_q8557,yelp,dtest,gemini-pro,medium,3,1,2,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,0858526058e44155
dtest_case_0200,spider_q3645,scholar,dtest,gemini-pro,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,4e6524825f6d2512
dtest_case_0201,spider_q7589,yelp,dtest,mistral,medium,3,3,0,True,True,False,False,True,True,,2025-01-15 08:30:00,9c81b0c7bd7189d1
dtest_case_0202,spider_q7353,academic,dtest,gpt-4,medium,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,0b27f4ec850c3706
dtest_case_0203,spider_q2932,geo,dtest,claude-3,hard,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,d67dc6b7225dd0ba
dtest_case_0204,spider_q2757,scholar,dtest,gemini-pro,medium,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,3fe9919b30884b1b
dtest_case_0205,spider_q6085,world,dtest,claude-3,complex,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,823d06b4e987b824
dtest_case_0206,spider_q6637,academic,dtest,codellama,hard,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,7829f4349b5ba505
dtest_case_0207,spider_q2116,yelp,dtest,gpt-4,complex,3,1,2,False,True,False,True,True,True,,2025-01-15 08:30:00,8fe33b131b805b02
dtest_case_0208,spider_q1492,yelp,dtest,codellama,easy,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,376106ec7682bce2
dtest_case_0209,spider_q9811,geo,dtest,codellama,complex,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,ada3bd2ad4a46ae9
dtest_case_0210,spider_q8888,world,dtest,codellama,complex,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,fc81e271a64a97dc
dtest_case_0211,spider_q7474,world,dtest,gpt-4,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,d38af053e20b3e8c
dtest_case_0212,spider_q5958,imdb,dtest,gpt-4,hard,3,0,3,False,True,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,1bfa71e98bc4d760
dtest_case_0213,spider_q3743,world,dtest,mistral,hard,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,800408e658cd2bb8
dtest_case_0214,spider_q8866,geo,dtest,claude-3,medium,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,0389aabb7adf05c0
dtest_case_0215,spider_q8160,restaurant,dtest,claude-3,hard,3,3,0,True,True,False,False,True,True,,2025-01-15 08:30:00,1b33086126556b5a
dtest_case_0216,spider_q6451,imdb,dtest,mistral,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,8591f2aa4174ec62
dtest_case_0217,spider_q6258,imdb,dtest,mistral,easy,3,3,0,False,False,True,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,85c8721cdc430669
dtest_case_0218,spider_q9548,yelp,dtest,codellama,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,7f808c600838cced
dtest_case_0219,spider_q8186,yelp,dtest,mistral,easy,3,2,1,False,True,False,True,True,True,,2025-01-15 08:30:00,554017fe934504a7
dtest_case_0220,spider_q7102,world,dtest,gemini-pro,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,396890b4977296ae
dtest_case_0221,spider_q1619,imdb,dtest,claude-3,easy,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,fb4ae234c357dae7
dtest_case_0222,spider_q1882,hr,dtest,mistral,complex,3,2,1,True,False,False,True,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,77306684565a4282
dtest_case_0223,spider_q9988,yelp,dtest,gemini-pro,hard,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,e3b22a85697b76b0
dtest_case_0224,spider_q4642,geo,dtest,gemini-pro,complex,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,9d1473e5a38a9de1
dtest_case_0225,spider_q2296,hr,dtest,gemini-pro,medium,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,1c507e3a85ae68b5
dtest_case_0226,spider_q9436,yelp,dtest,gemini-pro,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,d657df2cbdf488a7
dtest_case_0227,spider_q3895,scholar,dtest,codellama,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,16de56212976acd9
dtest_case_0228,spider_q7593,scholar,dtest,gemini-pro,medium,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,a879c58933dd4922
dtest_case_0229,spider_q1929,yelp,dtest,codellama,easy,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,1a447966b48e6eb4
dtest_case_0230,spider_q6366,imdb,dtest,codellama,hard,3,2,1,False,False,True,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,1743c4065a84266d
dtest_case_0231,spider_q9711,restaurant,dtest,gemini-pro,medium,3,0,3,False,True,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,8bfa58ecfc1394c5
dtest_case_0232,spider_q4212,restaurant,dtest,claude-3,hard,3,0,3,False,True,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,0f6f066cce34cadd
dtest_case_0233,spider_q3409,imdb,dtest,gemini-pro,hard,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,45c8ed801333cf12
dtest_case_0234,spider_q9199,academic,dtest,gemini-pro,medium,3,1,2,True,False,True,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,d74de43d36efe903
dtest_case_0235,spider_q4423,restaurant,dtest,gemini-pro,easy,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,84ef646074539958
dtest_case_0236,spider_q7976,scholar,dtest,claude-3,hard,3,2,1,False,True,False,True,True,True,,2025-01-15 08:30:00,eda402024dec1ede
dtest_case_0237,spider_q8594,geo,dtest,gpt-4,medium,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,3f7fee266de36ae6
dtest_case_0238,spider_q6158,imdb,dtest,gpt-4,easy,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,2a59fdc9bdbd1d7f
dtest_case_0239,spider_q4667,world,dtest,codellama,complex,3,2,1,True,False,False,True,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,7301654602f5fa61
dtest_case_0240,spider_q6973,scholar,dtest,codellama,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,f273f6864c3d1378
dtest_case_0241,spider_q7236,geo,dtest,claude-3,hard,3,1,2,False,True,True,False,True,True,,2025-01-15 08:30:00,644ee8b0977a3174
dtest_case_0242,spider_q9277,geo,dtest,mistral,complex,3,0,3,False,True,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,39451c6ac352692c
dtest_case_0243,spider_q3468,imdb,dtest,gpt-4,medium,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,089582e3b80d12a1
dtest_case_0244,spider_q7217,geo,dtest,codellama,easy,3,2,1,True,False,True,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,d8f54b4966160283
dtest_case_0245,spider_q4619,imdb,dtest,gpt-4,easy,3,2,1,False,True,False,True,True,True,,2025-01-15 08:30:00,681cbdfab92436c8
dtest_case_0246,spider_q2636,restaurant,dtest,claude-3,medium,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,66b47db228611b03
dtest_case_0247,spider_q9155,yelp,dtest,claude-3,easy,3,3,0,False,True,True,False,True,True,,2025-01-15 08:30:00,5c07b87ff29e836e
dtest_case_0248,spider_q4583,scholar,dtest,mistral,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,22477e1d6eb7b8fc
dtest_case_0249,spider_q5009,academic,dtest,mistral,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,4543086f1813ab0a
dtest_case_0250,spider_q4326,yelp,dtest,claude-3,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,29ae254f5beb31f7
dtest_case_0251,spider_q9148,scholar,dtest,codellama,complex,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,35234067ddaeb38f
dtest_case_0252,spider_q3217,imdb,dtest,gpt-4,complex,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,de821c8d836890c6
dtest_case_0253,spider_q5967,scholar,dtest,gemini-pro,hard,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,6d5f56493ec20dbb
dtest_case_0254,spider_q3369,restaurant,dtest,mistral,medium,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,648f2a5814f33485
dtest_case_0255,spider_q4638,imdb,dtest,gemini-pro,hard,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,6eedb454f8cbe354
dtest_case_0256,spider_q6722,yelp,dtest,codellama,hard,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,452db9adb3f33d20
dtest_case_0257,spider_q5444,world,dtest,mistral,medium,3,3,0,False,True,False,True,True,True,,2025-01-15 08:30:00,01b6f5e7b7417fb9
dtest_case_0258,spider_q8618,world,dtest,gemini-pro,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,91749f6e0b0875dc
dtest_case_0259,spider_q4947,hr,dtest,codellama,complex,3,3,0,True,False,True,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,72e143eb3321e3c2
dtest_case_0260,spider_q2676,hr,dtest,gpt-4,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,d2d9f26596b9669b
dtest_case_0261,spider_q2196,scholar,dtest,codellama,medium,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,b5781054b1c64b0e
dtest_case_0262,spider_q3787,world,dtest,mistral,medium,3,1,2,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,7e06efe4309b3e90
dtest_case_0263,spider_q8432,imdb,dtest,claude-3,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,5abaeb441cfffa68
dtest_case_0264,spider_q8927,geo,dtest,gpt-4,complex,3,1,2,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,26b4ed0588744214
dtest_case_0265,spider_q4318,imdb,dtest,gemini-pro,hard,3,3,0,False,True,True,False,True,True,,2025-01-15 08:30:00,0d5494ae97377c04
dtest_case_0266,spider_q9858,geo,dtest,mistral,hard,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,bfc69074576a3565
dtest_case_0267,spider_q7689,yelp,dtest,claude-3,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,c794aa33109c50f3
dtest_case_0268,spider_q3176,academic,dtest,codellama,medium,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,f8e5362df8086d26
dtest_case_0269,spider_q4743,geo,dtest,claude-3,medium,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,3ef4af3db3cd45a5
dtest_case_0270,spider_q9792,world,dtest,mistral,easy,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,1162f879e1a91cd5
dtest_case_0271,spider_q5422,imdb,dtest,mistral,medium,3,3,0,False,True,True,False,True,True,,2025-01-15 08:30:00,e0d068afc3d10bae
dtest_case_0272,spider_q4824,yelp,dtest,claude-3,hard,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,c215b0d33aed46fe
dtest_case_0273,spider_q3451,world,dtest,codellama,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,fbe4e172ad918826
dtest_case_0274,spider_q1628,yelp,dtest,claude-3,hard,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,7f5cd8e51dd081bb
dtest_case_0275,spider_q8778,academic,dtest,mistral,medium,3,2,1,False,False,True,True,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,e9c54b8fd4b7e5a0
dtest_case_0276,spider_q4696,restaurant,dtest,mistral,easy,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,062c1f740687843c
dtest_case_0277,spider_q4674,imdb,dtest,gemini-pro,medium,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,6ecacd270d93fc95
dtest_case_0278,spider_q4929,scholar,dtest,gemini-pro,complex,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,90378866d6796db5
dtest_case_0279,spider_q3765,imdb,dtest,gpt-4,complex,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,a5e894aae03a5a6c
dtest_case_0280,spider_q5369,hr,dtest,mistral,complex,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,83a1c8fc8caa8c17
dtest_case_0281,spider_q9307,academic,dtest,gemini-pro,medium,3,2,1,False,True,True,True,True,True,,2025-01-15 08:30:00,8556b90f81ec3d40
dtest_case_0282,spider_q5956,imdb,dtest,claude-3,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,16031f9d48fab60f
dtest_case_0283,spider_q1692,hr,dtest,codellama,hard,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,546aed9b1fcb2ef6
dtest_case_0284,spider_q4162,scholar,dtest,claude-3,medium,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,9f968c77a9007e25
dtest_case_0285,spider_q2105,geo,dtest,codellama,complex,3,2,1,True,True,False,False,True,True,,2025-01-15 08:30:00,a36400e735dd034d
dtest_case_0286,spider_q4008,yelp,dtest,gemini-pro,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,fff9d42da16ab207
dtest_case_0287,spider_q3161,scholar,dtest,gpt-4,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,b44701a9073cff46
dtest_case_0288,spider_q9345,world,dtest,claude-3,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,3f904ce266e165ef
dtest_case_0289,spider_q4699,academic,dtest,claude-3,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,e4c935e14855496b
dtest_case_0290,spider_q4786,geo,dtest,claude-3,hard,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,fa49c3e50fdd2341
dtest_case_0291,spider_q5200,world,dtest,codellama,medium,3,1,2,True,True,False,False,True,True,,2025-01-15 08:30:00,39a969049a4c56cd
dtest_case_0292,spider_q2913,world,dtest,gemini-pro,medium,3,3,0,False,True,False,True,True,True,,2025-01-15 08:30:00,012c06f43335f273
dtest_case_0293,spider_q6520,academic,dtest,claude-3,medium,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,d230128018f07e9e
dtest_case_0294,spider_q2772,geo,dtest,claude-3,medium,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,ec987415877c6a2b
dtest_case_0295,spider_q3780,restaurant,dtest,gpt-4,hard,3,2,1,False,False,True,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,259e911ca3d046eb
dtest_case_0296,spider_q8423,world,dtest,gpt-4,complex,3,1,2,False,True,False,True,True,True,,2025-01-15 08:30:00,feecb6570f4bf215
dtest_case_0297,spider_q3871,world,dtest,gemini-pro,complex,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,4f66a7317daf0d30
dtest_case_0298,spider_q1660,geo,dtest,gemini-pro,hard,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,642adbeb6a7ce5bd
dtest_case_0299,spider_q7242,imdb,dtest,mistral,medium,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,8da0f48c22c74844
dtest_case_0300,spider_q2132,world,dtest,gpt-4,hard,3,3,0,True,False,False,True,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,9be0e76459cb6d2e
dtest_case_0301,spider_q1699,yelp,dtest,mistral,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,15291ffc11531a21
dtest_case_0302,spider_q8470,geo,dtest,codellama,medium,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,f8965f18884a7322
dtest_case_0303,spider_q7297,world,dtest,mistral,complex,3,2,1,False,True,True,False,True,True,,2025-01-15 08:30:00,bef59e4521e7171e
dtest_case_0304,spider_q8812,academic,dtest,claude-3,easy,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,85b4961bcc9b1ec1
dtest_case_0305,spider_q5557,scholar,dtest,mistral,complex,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,15b84ca43f3fd3aa
dtest_case_0306,spider_q3179,yelp,dtest,gemini-pro,medium,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,acba07de8d186f0c
dtest_case_0307,spider_q9275,hr,dtest,codellama,hard,3,1,2,False,True,True,False,True,True,,2025-01-15 08:30:00,23b270cd6619b201
dtest_case_0308,spider_q2422,hr,dtest,claude-3,hard,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,f5be70d0fc454a08
dtest_case_0309,spider_q4180,scholar,dtest,mistral,complex,3,0,3,False,True,False,True,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,2c42b850662bcc2a
dtest_case_0310,spider_q5316,hr,dtest,codellama,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,5b3b9c61596a3dd9
dtest_case_0311,spider_q7696,scholar,dtest,codellama,hard,3,2,1,True,True,False,True,True,True,,2025-01-15 08:30:00,e1faf0bbad765dcb
dtest_case_0312,spider_q1614,world,dtest,claude-3,easy,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,fc5727d4ba09538d
dtest_case_0313,spider_q5570,yelp,dtest,mistral,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,f2d75ded160ccda9
dtest_case_0314,spider_q1270,yelp,dtest,codellama,medium,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,6c22c51437d00273
dtest_case_0315,spider_q3468,imdb,dtest,codellama,hard,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,e84789ebdcb61cfb
dtest_case_0316,spider_q4607,scholar,dtest,gpt-4,hard,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,9f56e8815367ba90
dtest_case_0317,spider_q4075,yelp,dtest,codellama,hard,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,bdab5ac9126174fb
dtest_case_0318,spider_q1289,imdb,dtest,gpt-4,easy,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,8318eeee68452902
dtest_case_0319,spider_q9120,geo,dtest,mistral,easy,3,0,3,False,True,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,d444dd337fa139e2
dtest_case_0320,spider_q7614,imdb,dtest,mistral,hard,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,fb353cb334cdb32b
dtest_case_0321,spider_q4252,academic,dtest,mistral,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,78dc029bc691fbab
dtest_case_0322,spider_q8415,restaurant,dtest,gemini-pro,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,66420b1d8849b4c5
dtest_case_0323,spider_q7771,world,dtest,mistral,easy,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,12856cff39759a55
dtest_case_0324,spider_q1278,geo,dtest,codellama,complex,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,ea0782560f918004
dtest_case_0325,spider_q1580,restaurant,dtest,claude-3,hard,3,3,0,False,True,True,False,True,True,,2025-01-15 08:30:00,6d32488994c4b471
dtest_case_0326,spider_q5958,restaurant,dtest,gpt-4,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,5ab66bdc4eb0f871
dtest_case_0327,spider_q9445,geo,dtest,gemini-pro,medium,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,cc829a13ece784d9
dtest_case_0328,spider_q5276,academic,dtest,mistral,medium,3,2,1,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,513968fe2939d022
dtest_case_0329,spider_q8997,imdb,dtest,mistral,hard,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,cf41bfe13ab74373
dtest_case_0330,spider_q5776,world,dtest,claude-3,hard,3,1,2,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,209c70f9311b871e
dtest_case_0331,spider_q1824,imdb,dtest,claude-3,medium,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,765475368218a026
dtest_case_0332,spider_q4832,yelp,dtest,gemini-pro,medium,3,1,2,True,False,True,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,cf6abbdf1f144b4e
dtest_case_0333,spider_q9891,imdb,dtest,gpt-4,easy,3,2,1,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,06e9661afee83d42
dtest_case_0334,spider_q6445,hr,dtest,mistral,hard,3,2,1,True,False,False,True,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,5d1ae930accbff9e
dtest_case_0335,spider_q2380,geo,dtest,gemini-pro,hard,3,1,2,True,False,True,True,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,0348ee5f3e2dd88a
dtest_case_0336,spider_q7534,world,dtest,codellama,medium,3,2,1,False,True,False,False,True,True,,2025-01-15 08:30:00,b4b42302ae7a5cfa
dtest_case_0337,spider_q4156,imdb,dtest,codellama,easy,3,1,2,False,True,False,False,True,True,,2025-01-15 08:30:00,599b12232a69df5c
dtest_case_0338,spider_q5307,world,dtest,gemini-pro,easy,3,3,0,False,True,False,False,True,True,,2025-01-15 08:30:00,8709a5d9257d4f47
dtest_case_0339,spider_q6634,world,dtest,mistral,complex,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,ba61e4898081bbd5
dtest_case_0340,spider_q9575,yelp,dtest,gemini-pro,medium,3,1,2,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,ae3ec317cd2d68ec
dtest_case_0341,spider_q6810,yelp,dtest,mistral,hard,3,3,0,False,False,False,False,True,False,degraded_but_unverifiable,2025-01-15 08:30:00,4e771e385e03edd5
dtest_case_0342,spider_q9533,geo,dtest,claude-3,hard,3,3,0,True,False,False,False,False,False,endpoint_correct_no_degradation,2025-01-15 08:30:00,f5b079702908eb37
