case_id,split,database_id,endpoint_correct,endpoint_error_type,cpfc_onset,cpfc_pattern_label,n_checkpoints,deep_nesting_flag,boundary_flag,unverifiable_flag,difficulty_tier,model_source,manifest_hash,simple_step_onset,simple_step_pattern,descriptive_error_label,selection_status,selection_reason,eligible_pair_A,eligible_pair_B,eligible_pair_C
case_142,dtest,car_1,False,timeout,t0,burst_associated_degradation,4,True,False,False,hard,cpfc_model,h000141,t0,local_verification_collapse,timeout_t0,selected,selected_for_pair_demonstration,True,True,True
case_143,dtest,car_1,False,execution_error,t1,dependency_mediated_propagation,5,False,True,False,medium,cpfc_model,h000142,t1,dependency_mediated_propagation,execution_error_t1,candidate,eligible_but_not_selected,True,True,False
case_144,dtest,cre_Doc_Template_Mgt,True,semantic_error,t1,unverifiable_or_excluded,3,False,False,False,hard,cpfc_model,h000143,t2,unverifiable_or_excluded,none,candidate,eligible_but_not_selected,False,True,False
case_145,dtest,car_1,False,execution_error,t0,unverifiable_or_excluded,6,False,False,True,medium,cpfc_model,h000144,t0,unverifiable_or_excluded,execution_error_t0,candidate,eligible_but_not_selected,True,True,False
case_146,dtest,hospital,True,execution_error,t0,local_verification_collapse,5,True,False,False,medium,cpfc_model,h000145,t1,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,True,True
case_147,dtest,store_1,False,execution_error,t2,local_verification_collapse,4,False,False,False,easy,cpfc_model,h000146,t1,local_verification_collapse,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_148,dtest,employee_hire_evaluation,True,execution_error,t1,dependency_mediated_propagation,3,False,False,False,medium,cpfc_model,h000147,t1,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,False
case_149,dtest,dog_kennels,True,syntax_error,t0,boundary_case,3,False,False,False,hard,cpfc_model,h000148,t0,boundary_case,none,candidate,eligible_but_not_selected,False,True,False
case_150,dtest,flight_2,False,execution_error,t0,unverifiable_or_excluded,4,True,False,False,medium,cpfc_model,h000149,t0,local_verification_collapse,execution_error_t0,candidate,eligible_but_not_selected,True,True,True
case_151,dtest,soccer_1,False,semantic_error,uncertain,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000150,uncertain,local_verification_collapse,semantic_error_uncertain,candidate,eligible_but_not_selected,True,False,False
case_152,dtest,store_1,True,timeout,t0,burst_associated_degradation,4,False,False,False,extra_hard,cpfc_model,h000151,t0,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_153,dtest,world_1,True,none,t0,dependency_mediated_propagation,4,False,True,False,hard,cpfc_model,h000152,t0,dependency_mediated_propagation,none,selected,selected_for_pair_demonstration,False,True,False
case_154,dtest,employee_hire_evaluation,True,execution_error,t1,unverifiable_or_excluded,5,False,False,False,hard,cpfc_model,h000153,t2,unverifiable_or_excluded,none,selected,selected_for_pair_demonstration,False,True,False
case_155,dtest,concert_singer,False,execution_error,uncertain,boundary_case,3,False,False,True,medium,cpfc_model,h000154,uncertain,dependency_mediated_propagation,execution_error_uncertain,candidate,eligible_but_not_selected,True,False,False
case_156,dtest,concert_singer,True,other,t0,boundary_case,5,False,False,False,medium,cpfc_model,h000155,t0,boundary_case,none,selected,selected_for_pair_demonstration,False,True,False
case_157,dtest,car_1,False,none,t2,dependency_mediated_propagation,3,False,False,False,hard,cpfc_model,h000156,t2,dependency_mediated_propagation,none_t2,candidate,eligible_but_not_selected,True,True,False
case_158,dtest,store_1,False,other,none,dependency_mediated_propagation,6,False,False,False,medium,cpfc_model,h000157,none,dependency_mediated_propagation,other_none,selected,selected_for_pair_demonstration,False,False,False
case_159,dtest,customer_complaints,True,none,t0,local_verification_collapse,4,False,False,False,hard,cpfc_model,h000158,t2,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_160,dtest,cre_Doc_Template_Mgt,False,syntax_error,t2,local_verification_collapse,3,False,False,False,easy,cpfc_model,h000159,t0,local_verification_collapse,syntax_error_t2,candidate,eligible_but_not_selected,True,True,False
case_161,dtest,course_teach,False,syntax_error,t1,unverifiable_or_excluded,4,False,False,True,hard,cpfc_model,h000160,t1,unverifiable_or_excluded,syntax_error_t1,candidate,eligible_but_not_selected,True,True,False
case_162,dtest,world_1,True,execution_error,t2,boundary_case,4,False,False,False,extra_hard,cpfc_model,h000161,t2,boundary_case,none,candidate,eligible_but_not_selected,False,True,False
case_163,dtest,concert_singer,False,semantic_error,t2,unverifiable_or_excluded,5,False,True,False,extra_hard,cpfc_model,h000162,t1,unverifiable_or_excluded,semantic_error_t2,candidate,eligible_but_not_selected,True,True,False
case_164,dtest,flight_2,False,execution_error,t1,unverifiable_or_excluded,5,False,False,False,hard,cpfc_model,h000163,t1,unverifiable_or_excluded,execution_error_t1,selected,selected_for_pair_demonstration,True,True,False
case_165,dtest,concert_singer,False,semantic_error,t0,burst_associated_degradation,5,False,False,False,hard,cpfc_model,h000164,t0,local_verification_collapse,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
case_166,dtest,soccer_1,False,execution_error,none,boundary_case,3,False,True,False,hard,cpfc_model,h000165,none,burst_associated_degradation,execution_error_none,excluded,excluded_by_selection_rule,False,False,False
case_167,dtest,dog_kennels,False,none,t1,unverifiable_or_excluded,3,False,False,False,hard,cpfc_model,h000166,t0,unverifiable_or_excluded,none_t1,candidate,eligible_but_not_selected,True,True,False
case_168,dtest,concert_singer,False,none,t0,boundary_case,3,False,False,False,easy,cpfc_model,h000167,t0,boundary_case,none_t0,candidate,eligible_but_not_selected,True,True,False
case_169,dtest,soccer_1,False,execution_error,t0,local_verification_collapse,4,False,False,False,medium,cpfc_model,h000168,t0,local_verification_collapse,execution_error_t0,candidate,eligible_but_not_selected,True,True,False
case_170,dtest,store_1,False,none,t2,dependency_mediated_propagation,6,True,False,True,medium,cpfc_model,h000169,t0,dependency_mediated_propagation,none_t2,candidate,eligible_but_not_selected,True,True,True
case_171,dtest,store_1,False,execution_error,t2,local_verification_collapse,4,False,False,False,extra_hard,cpfc_model,h000170,t2,dependency_mediated_propagation,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_172,dtest,cre_Doc_Template_Mgt,False,other,t0,unverifiable_or_excluded,3,True,False,False,medium,cpfc_model,h000171,t2,burst_associated_degradation,other_t0,candidate,eligible_but_not_selected,True,True,True
case_173,dtest,employee_hire_evaluation,True,syntax_error,t1,burst_associated_degradation,4,False,False,False,hard,cpfc_model,h000172,t1,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_174,dtest,concert_singer,True,other,t0,local_verification_collapse,5,True,False,False,hard,cpfc_model,h000173,t0,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,True
case_175,dtest,flight_2,True,none,t2,burst_associated_degradation,5,False,False,False,hard,cpfc_model,h000174,t2,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_176,dtest,concert_singer,True,semantic_error,t0,burst_associated_degradation,6,True,True,False,hard,cpfc_model,h000175,t1,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,True
case_177,dtest,flight_2,True,semantic_error,t2,dependency_mediated_propagation,4,False,True,False,medium,cpfc_model,h000176,t2,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,True,False
case_178,dtest,hospital,False,execution_error,t1,local_verification_collapse,3,False,False,False,hard,cpfc_model,h000177,t0,local_verification_collapse,execution_error_t1,candidate,eligible_but_not_selected,True,True,False
case_179,dtest,car_1,True,semantic_error,uncertain,burst_associated_degradation,6,True,False,False,extra_hard,cpfc_model,h000178,uncertain,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,False,True
case_180,dtest,employee_hire_evaluation,False,semantic_error,t0,dependency_mediated_propagation,5,False,False,False,medium,cpfc_model,h000179,t1,burst_associated_degradation,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
case_181,dtest,hospital,True,timeout,t1,boundary_case,4,False,False,False,medium,cpfc_model,h000180,t1,dependency_mediated_propagation,none,selected,selected_for_pair_demonstration,False,True,False
case_182,dtest,concert_singer,False,execution_error,t0,dependency_mediated_propagation,5,False,True,True,hard,cpfc_model,h000181,t0,dependency_mediated_propagation,execution_error_t0,candidate,eligible_but_not_selected,True,True,False
case_183,dtest,employee_hire_evaluation,False,none,uncertain,unverifiable_or_excluded,5,False,False,False,extra_hard,cpfc_model,h000182,uncertain,dependency_mediated_propagation,none_uncertain,candidate,eligible_but_not_selected,True,False,False
case_184,dtest,hospital,False,other,none,burst_associated_degradation,5,False,False,False,easy,cpfc_model,h000183,none,burst_associated_degradation,other_none,excluded,excluded_by_selection_rule,False,False,False
case_185,dtest,course_teach,False,execution_error,t0,burst_associated_degradation,5,False,False,False,hard,cpfc_model,h000184,t1,local_verification_collapse,execution_error_t0,candidate,eligible_but_not_selected,True,True,False
case_186,dtest,concert_singer,True,execution_error,t2,unverifiable_or_excluded,4,False,False,False,extra_hard,cpfc_model,h000185,t1,unverifiable_or_excluded,none,candidate,eligible_but_not_selected,False,True,False
case_187,dtest,hospital,False,syntax_error,none,dependency_mediated_propagation,4,False,True,False,medium,cpfc_model,h000186,none,dependency_mediated_propagation,syntax_error_none,excluded,excluded_by_selection_rule,False,False,False
case_188,dtest,course_teach,True,none,t2,local_verification_collapse,4,True,False,False,extra_hard,cpfc_model,h000187,t1,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,True
case_189,dtest,course_teach,False,semantic_error,t1,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000188,t1,local_verification_collapse,semantic_error_t1,candidate,eligible_but_not_selected,True,True,False
case_190,dtest,store_1,True,other,t0,boundary_case,5,False,False,False,hard,cpfc_model,h000189,t0,boundary_case,none,candidate,eligible_but_not_selected,False,True,False
case_191,dtest,cre_Doc_Template_Mgt,False,none,t0,burst_associated_degradation,5,False,False,True,hard,cpfc_model,h000190,t0,burst_associated_degradation,none_t0,candidate,eligible_but_not_selected,True,True,False
case_192,dtest,concert_singer,False,execution_error,none,boundary_case,3,False,False,False,easy,cpfc_model,h000191,none,boundary_case,execution_error_none,excluded,excluded_by_selection_rule,False,False,False
case_193,dtest,course_teach,True,syntax_error,uncertain,local_verification_collapse,5,False,False,False,medium,cpfc_model,h000192,uncertain,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,False,False
case_194,dtest,store_1,True,other,t2,local_verification_collapse,5,False,True,False,medium,cpfc_model,h000193,t2,burst_associated_degradation,none,selected,selected_for_pair_demonstration,False,True,False
case_195,dtest,hospital,True,none,t1,local_verification_collapse,5,False,False,False,medium,cpfc_model,h000194,t0,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,True,False
case_196,dtest,soccer_1,True,semantic_error,t1,dependency_mediated_propagation,5,False,False,False,medium,cpfc_model,h000195,t2,dependency_mediated_propagation,none,selected,selected_for_pair_demonstration,False,True,False
case_197,dtest,concert_singer,False,semantic_error,t2,burst_associated_degradation,5,False,False,False,extra_hard,cpfc_model,h000196,t0,dependency_mediated_propagation,semantic_error_t2,candidate,eligible_but_not_selected,True,True,False
case_198,dtest,employee_hire_evaluation,True,none,none,dependency_mediated_propagation,4,False,False,False,extra_hard,cpfc_model,h000197,none,local_verification_collapse,none,excluded,excluded_by_selection_rule,False,False,False
case_199,dtest,flight_2,False,semantic_error,none,dependency_mediated_propagation,4,True,True,False,hard,cpfc_model,h000198,none,local_verification_collapse,semantic_error_none,candidate,eligible_but_not_selected,False,False,True
case_200,dtest,flight_2,True,other,none,unverifiable_or_excluded,3,True,False,False,extra_hard,cpfc_model,h000199,none,local_verification_collapse,none,candidate,eligible_but_not_selected,False,False,True
case_201,dtest,hospital,False,execution_error,t2,dependency_mediated_propagation,4,False,False,True,hard,cpfc_model,h000200,t1,local_verification_collapse,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_202,dtest,customer_complaints,True,syntax_error,t0,dependency_mediated_propagation,5,False,True,False,medium,cpfc_model,h000201,t1,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_203,dtest,customer_complaints,True,none,t0,boundary_case,5,False,False,False,medium,cpfc_model,h000202,t2,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,True,False
case_204,dtest,hospital,True,semantic_error,none,dependency_mediated_propagation,3,False,False,True,hard,cpfc_model,h000203,none,local_verification_collapse,none,excluded,excluded_by_selection_rule,False,False,False
case_205,dtest,course_teach,False,execution_error,t2,burst_associated_degradation,3,False,False,False,hard,cpfc_model,h000204,t2,burst_associated_degradation,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_206,dtest,cre_Doc_Template_Mgt,False,syntax_error,t0,unverifiable_or_excluded,5,False,False,False,medium,cpfc_model,h000205,t1,local_verification_collapse,syntax_error_t0,candidate,eligible_but_not_selected,True,True,False
case_207,dtest,concert_singer,False,syntax_error,t0,unverifiable_or_excluded,3,False,False,False,hard,cpfc_model,h000206,t1,burst_associated_degradation,syntax_error_t0,candidate,eligible_but_not_selected,True,True,False
case_208,dtest,flight_2,True,timeout,t2,local_verification_collapse,3,False,False,False,easy,cpfc_model,h000207,t2,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_209,dtest,flight_2,False,execution_error,t0,unverifiable_or_excluded,3,False,False,False,hard,cpfc_model,h000208,t1,local_verification_collapse,execution_error_t0,selected,selected_for_pair_demonstration,True,True,False
case_210,dtest,cre_Doc_Template_Mgt,False,execution_error,t0,dependency_mediated_propagation,3,False,False,True,extra_hard,cpfc_model,h000209,t1,burst_associated_degradation,execution_error_t0,candidate,eligible_but_not_selected,True,True,False
case_211,dtest,course_teach,True,none,t1,local_verification_collapse,3,False,False,False,hard,cpfc_model,h000210,t1,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_212,dtest,flight_2,False,timeout,t2,dependency_mediated_propagation,4,False,False,False,extra_hard,cpfc_model,h000211,t2,dependency_mediated_propagation,timeout_t2,candidate,eligible_but_not_selected,True,True,False
case_213,dtest,employee_hire_evaluation,False,semantic_error,t2,unverifiable_or_excluded,4,False,False,False,extra_hard,cpfc_model,h000212,t2,burst_associated_degradation,semantic_error_t2,candidate,eligible_but_not_selected,True,True,False
case_214,dtest,concert_singer,True,semantic_error,t0,dependency_mediated_propagation,6,True,True,False,extra_hard,cpfc_model,h000213,t1,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,True
case_215,dtest,dog_kennels,False,other,t2,dependency_mediated_propagation,4,False,False,False,extra_hard,cpfc_model,h000214,t2,dependency_mediated_propagation,other_t2,candidate,eligible_but_not_selected,True,True,False
case_216,dtest,flight_2,False,none,t0,burst_associated_degradation,5,False,False,False,extra_hard,cpfc_model,h000215,t0,local_verification_collapse,none_t0,candidate,eligible_but_not_selected,True,True,False
case_217,dtest,hospital,False,execution_error,t1,local_verification_collapse,3,False,True,False,hard,cpfc_model,h000216,t1,local_verification_collapse,execution_error_t1,candidate,eligible_but_not_selected,True,True,False
case_218,dtest,employee_hire_evaluation,True,semantic_error,t2,local_verification_collapse,3,False,False,True,easy,cpfc_model,h000217,t2,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_219,dtest,flight_2,True,semantic_error,t2,local_verification_collapse,5,False,False,False,medium,cpfc_model,h000218,t2,local_verification_collapse,none,selected,selected_for_pair_demonstration,False,True,False
case_220,dtest,car_1,False,none,none,local_verification_collapse,3,False,True,False,hard,cpfc_model,h000219,none,local_verification_collapse,none_none,selected,selected_for_pair_demonstration,False,False,False
case_221,dtest,employee_hire_evaluation,False,other,t2,local_verification_collapse,4,False,False,True,medium,cpfc_model,h000220,t2,local_verification_collapse,other_t2,selected,selected_for_pair_demonstration,True,True,False
case_222,dtest,store_1,False,none,t2,local_verification_collapse,4,True,False,False,medium,cpfc_model,h000221,t2,burst_associated_degradation,none_t2,candidate,eligible_but_not_selected,True,True,True
case_223,dtest,dog_kennels,False,none,t0,burst_associated_degradation,5,False,False,False,extra_hard,cpfc_model,h000222,t0,burst_associated_degradation,none_t0,selected,selected_for_pair_demonstration,True,True,False
case_224,dtest,world_1,False,none,t1,local_verification_collapse,3,False,True,False,extra_hard,cpfc_model,h000223,t0,burst_associated_degradation,none_t1,candidate,eligible_but_not_selected,True,True,False
case_225,dtest,hospital,False,syntax_error,t0,dependency_mediated_propagation,4,False,True,False,extra_hard,cpfc_model,h000224,t1,dependency_mediated_propagation,syntax_error_t0,candidate,eligible_but_not_selected,True,True,False
case_226,dtest,hospital,False,execution_error,t0,unverifiable_or_excluded,5,False,False,False,medium,cpfc_model,h000225,t0,unverifiable_or_excluded,execution_error_t0,selected,selected_for_pair_demonstration,True,True,False
case_227,dtest,concert_singer,True,semantic_error,uncertain,dependency_mediated_propagation,3,False,False,False,easy,cpfc_model,h000226,uncertain,dependency_mediated_propagation,none,excluded,excluded_by_selection_rule,False,False,False
case_228,dtest,cre_Doc_Template_Mgt,False,semantic_error,t1,burst_associated_degradation,5,False,False,False,easy,cpfc_model,h000227,t1,burst_associated_degradation,semantic_error_t1,selected,selected_for_pair_demonstration,True,True,False
case_229,dtest,employee_hire_evaluation,False,other,none,local_verification_collapse,5,False,False,True,medium,cpfc_model,h000228,none,local_verification_collapse,other_none,excluded,excluded_by_selection_rule,False,False,False
case_230,dtest,course_teach,False,execution_error,t2,local_verification_collapse,6,True,True,False,easy,cpfc_model,h000229,t2,burst_associated_degradation,execution_error_t2,selected,selected_for_pair_demonstration,True,True,True
case_231,dtest,hospital,True,execution_error,none,local_verification_collapse,3,False,False,False,easy,cpfc_model,h000230,none,local_verification_collapse,none,excluded,excluded_by_selection_rule,False,False,False
case_232,dtest,employee_hire_evaluation,True,semantic_error,t1,local_verification_collapse,5,True,False,False,extra_hard,cpfc_model,h000231,t1,burst_associated_degradation,none,selected,selected_for_pair_demonstration,False,True,True
case_233,dtest,employee_hire_evaluation,True,semantic_error,t2,local_verification_collapse,4,False,False,False,hard,cpfc_model,h000232,t1,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_234,dtest,car_1,False,semantic_error,t1,local_verification_collapse,4,False,False,False,medium,cpfc_model,h000233,t1,local_verification_collapse,semantic_error_t1,selected,selected_for_pair_demonstration,True,True,False
case_235,dtest,soccer_1,False,semantic_error,t0,local_verification_collapse,3,False,False,False,easy,cpfc_model,h000234,t0,dependency_mediated_propagation,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
case_236,dtest,soccer_1,True,timeout,t2,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000235,t2,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_237,dtest,world_1,False,semantic_error,t0,dependency_mediated_propagation,3,False,True,False,easy,cpfc_model,h000236,t1,burst_associated_degradation,semantic_error_t0,candidate,eligible_but_not_selected,True,True,False
case_238,dtest,store_1,False,timeout,t0,local_verification_collapse,4,False,False,False,extra_hard,cpfc_model,h000237,t0,local_verification_collapse,timeout_t0,selected,selected_for_pair_demonstration,True,True,False
case_239,dtest,world_1,False,syntax_error,t2,dependency_mediated_propagation,3,False,False,False,medium,cpfc_model,h000238,t0,local_verification_collapse,syntax_error_t2,candidate,eligible_but_not_selected,True,True,False
case_240,dtest,flight_2,True,syntax_error,t0,dependency_mediated_propagation,5,False,False,True,medium,cpfc_model,h000239,t1,dependency_mediated_propagation,none,selected,selected_for_pair_demonstration,False,True,False
case_241,dtest,course_teach,False,semantic_error,uncertain,burst_associated_degradation,5,False,False,False,medium,cpfc_model,h000240,uncertain,dependency_mediated_propagation,semantic_error_uncertain,candidate,eligible_but_not_selected,True,False,False
case_242,dtest,flight_2,False,execution_error,uncertain,local_verification_collapse,5,False,False,False,easy,cpfc_model,h000241,uncertain,local_verification_collapse,execution_error_uncertain,candidate,eligible_but_not_selected,True,False,False
case_243,dtest,customer_complaints,True,none,uncertain,boundary_case,4,False,False,False,hard,cpfc_model,h000242,uncertain,dependency_mediated_propagation,none,excluded,excluded_by_selection_rule,False,False,False
case_244,dtest,flight_2,True,execution_error,t1,burst_associated_degradation,3,False,True,True,hard,cpfc_model,h000243,t1,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_245,dtest,concert_singer,False,execution_error,t0,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000244,t2,local_verification_collapse,execution_error_t0,candidate,eligible_but_not_selected,True,True,False
case_246,dtest,flight_2,False,none,uncertain,unverifiable_or_excluded,4,False,False,False,easy,cpfc_model,h000245,uncertain,burst_associated_degradation,none_uncertain,candidate,eligible_but_not_selected,True,False,False
case_247,dtest,world_1,True,syntax_error,t1,unverifiable_or_excluded,3,True,False,False,hard,cpfc_model,h000246,t1,unverifiable_or_excluded,none,candidate,eligible_but_not_selected,False,True,True
case_248,dtest,hospital,False,semantic_error,uncertain,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000247,uncertain,local_verification_collapse,semantic_error_uncertain,candidate,eligible_but_not_selected,True,False,False
case_249,dtest,hospital,False,none,uncertain,local_verification_collapse,6,False,False,False,extra_hard,cpfc_model,h000248,uncertain,dependency_mediated_propagation,none_uncertain,candidate,eligible_but_not_selected,True,False,False
case_250,dtest,soccer_1,False,timeout,none,boundary_case,5,True,True,False,medium,cpfc_model,h000249,none,dependency_mediated_propagation,timeout_none,selected,selected_for_pair_demonstration,False,False,True
case_251,dtest,cre_Doc_Template_Mgt,False,semantic_error,t0,boundary_case,5,False,False,False,medium,cpfc_model,h000250,t2,boundary_case,semantic_error_t0,selected,selected_for_pair_demonstration,True,True,False
case_252,dtest,course_teach,False,other,t1,local_verification_collapse,6,False,False,False,hard,cpfc_model,h000251,t0,burst_associated_degradation,other_t1,candidate,eligible_but_not_selected,True,True,False
case_253,dtest,course_teach,False,none,none,local_verification_collapse,3,False,True,False,hard,cpfc_model,h000252,none,local_verification_collapse,none_none,excluded,excluded_by_selection_rule,False,False,False
case_254,dtest,concert_singer,True,semantic_error,t1,dependency_mediated_propagation,4,False,False,False,medium,cpfc_model,h000253,t2,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,False
case_255,dtest,world_1,True,timeout,t0,dependency_mediated_propagation,6,False,False,True,medium,cpfc_model,h000254,t1,burst_associated_degradation,none,candidate,eligible_but_not_selected,False,True,False
case_256,dtest,soccer_1,False,execution_error,t2,burst_associated_degradation,3,True,False,False,medium,cpfc_model,h000255,t2,local_verification_collapse,execution_error_t2,selected,selected_for_pair_demonstration,True,True,True
case_257,dtest,car_1,False,execution_error,uncertain,dependency_mediated_propagation,5,False,False,True,extra_hard,cpfc_model,h000256,uncertain,local_verification_collapse,execution_error_uncertain,candidate,eligible_but_not_selected,True,False,False
case_258,dtest,customer_complaints,True,semantic_error,t2,dependency_mediated_propagation,4,False,False,False,medium,cpfc_model,h000257,t2,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_259,dtest,course_teach,False,semantic_error,t2,boundary_case,4,False,False,False,extra_hard,cpfc_model,h000258,t2,dependency_mediated_propagation,semantic_error_t2,candidate,eligible_but_not_selected,True,True,False
case_260,dtest,hospital,False,timeout,t0,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000259,t1,burst_associated_degradation,timeout_t0,candidate,eligible_but_not_selected,True,True,False
case_261,dtest,flight_2,False,execution_error,t2,local_verification_collapse,6,False,False,False,extra_hard,cpfc_model,h000260,t1,local_verification_collapse,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_262,dtest,flight_2,False,none,uncertain,boundary_case,5,False,False,True,extra_hard,cpfc_model,h000261,uncertain,boundary_case,none_uncertain,candidate,eligible_but_not_selected,True,False,False
case_263,dtest,cre_Doc_Template_Mgt,False,none,t0,unverifiable_or_excluded,3,False,False,False,medium,cpfc_model,h000262,t0,unverifiable_or_excluded,none_t0,candidate,eligible_but_not_selected,True,True,False
case_264,dtest,soccer_1,True,syntax_error,t1,dependency_mediated_propagation,6,False,False,False,extra_hard,cpfc_model,h000263,t1,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_265,dtest,world_1,True,timeout,none,dependency_mediated_propagation,3,False,False,False,easy,cpfc_model,h000264,none,local_verification_collapse,none,excluded,excluded_by_selection_rule,False,False,False
case_266,dtest,world_1,True,semantic_error,t2,local_verification_collapse,4,False,False,True,extra_hard,cpfc_model,h000265,t0,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,False
case_267,dtest,store_1,True,execution_error,t2,dependency_mediated_propagation,4,False,False,False,hard,cpfc_model,h000266,t2,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,False
case_268,dtest,dog_kennels,False,none,t2,dependency_mediated_propagation,4,False,False,False,easy,cpfc_model,h000267,t2,burst_associated_degradation,none_t2,candidate,eligible_but_not_selected,True,True,False
case_269,dtest,course_teach,False,semantic_error,t1,local_verification_collapse,4,True,False,False,hard,cpfc_model,h000268,t0,burst_associated_degradation,semantic_error_t1,candidate,eligible_but_not_selected,True,True,True
case_270,dtest,world_1,True,execution_error,t0,local_verification_collapse,6,True,False,False,extra_hard,cpfc_model,h000269,t2,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,True
case_271,dtest,cre_Doc_Template_Mgt,False,semantic_error,none,dependency_mediated_propagation,5,False,False,False,easy,cpfc_model,h000270,none,local_verification_collapse,semantic_error_none,excluded,excluded_by_selection_rule,False,False,False
case_272,dtest,hospital,True,syntax_error,none,local_verification_collapse,5,False,False,False,hard,cpfc_model,h000271,none,burst_associated_degradation,none,excluded,excluded_by_selection_rule,False,False,False
case_273,dtest,soccer_1,False,semantic_error,none,dependency_mediated_propagation,3,False,False,False,hard,cpfc_model,h000272,none,dependency_mediated_propagation,semantic_error_none,excluded,excluded_by_selection_rule,False,False,False
case_274,dtest,customer_complaints,False,semantic_error,uncertain,local_verification_collapse,6,False,False,False,extra_hard,cpfc_model,h000273,uncertain,local_verification_collapse,semantic_error_uncertain,candidate,eligible_but_not_selected,True,False,False
case_275,dtest,store_1,True,other,t1,dependency_mediated_propagation,6,False,False,False,medium,cpfc_model,h000274,t2,dependency_mediated_propagation,none,selected,selected_for_pair_demonstration,False,True,False
case_276,dtest,cre_Doc_Template_Mgt,False,execution_error,t1,local_verification_collapse,5,False,False,False,medium,cpfc_model,h000275,t0,local_verification_collapse,execution_error_t1,candidate,eligible_but_not_selected,True,True,False
case_277,dtest,employee_hire_evaluation,True,semantic_error,none,unverifiable_or_excluded,3,False,False,False,easy,cpfc_model,h000276,none,burst_associated_degradation,none,excluded,excluded_by_selection_rule,False,False,False
case_278,dtest,concert_singer,False,execution_error,t2,burst_associated_degradation,3,False,False,False,hard,cpfc_model,h000277,t2,burst_associated_degradation,execution_error_t2,candidate,eligible_but_not_selected,True,True,False
case_279,dtest,customer_complaints,False,syntax_error,t2,burst_associated_degradation,3,False,False,False,medium,cpfc_model,h000278,t2,local_verification_collapse,syntax_error_t2,selected,selected_for_pair_demonstration,True,True,False
case_280,dtest,employee_hire_evaluation,True,other,none,boundary_case,3,False,True,False,extra_hard,cpfc_model,h000279,none,burst_associated_degradation,none,excluded,excluded_by_selection_rule,False,False,False
case_281,dtest,car_1,False,timeout,none,dependency_mediated_propagation,4,False,False,False,easy,cpfc_model,h000280,none,burst_associated_degradation,timeout_none,excluded,excluded_by_selection_rule,False,False,False
case_282,dtest,flight_2,True,none,t1,local_verification_collapse,6,True,False,True,hard,cpfc_model,h000281,t1,dependency_mediated_propagation,none,candidate,eligible_but_not_selected,False,True,True
case_283,dtest,concert_singer,True,semantic_error,t1,dependency_mediated_propagation,4,False,False,False,easy,cpfc_model,h000282,t1,local_verification_collapse,none,candidate,eligible_but_not_selected,False,True,False
case_284,dtest,course_teach,False,execution_error,t0,burst_associated_degradation,3,False,False,False,easy,cpfc_model,h000283,t1,dependency_mediated_propagation,execution_error_t0,selected,selected_for_pair_demonstration,True,True,False
