case_id,model_source,spider_question_id,database_id,raw_sql_file,extraction_log_file,generation_timestamp,output_present,extraction_success,token_count,generation_latency_ms
dtest_case_0092,gpt4,q93,db_111,raw_outputs/gpt4/dtest_case_0092.sql,extraction_logs/gpt4/dtest_case_0092.json,2025-01-15T06:15:02Z,True,True,332,5945
dtest_case_0092,claude3,q93,db_111,raw_outputs/claude3/dtest_case_0092.sql,extraction_logs/claude3/dtest_case_0092.json,2025-01-16T10:39:37Z,True,True,178,5310
dtest_case_0093,current_local,q94,db_053,raw_outputs/current_local/dtest_case_0093.sql,extraction_logs/current_local/dtest_case_0093.json,2025-01-14T07:36:31Z,True,True,156,812
dtest_case_0093,gpt4,q94,db_053,raw_outputs/gpt4/dtest_case_0093.sql,extraction_logs/gpt4/dtest_case_0093.json,2025-01-15T03:29:05Z,True,True,324,2791
dtest_case_0093,claude3,q94,db_053,raw_outputs/claude3/dtest_case_0093.sql,extraction_logs/claude3/dtest_case_0093.json,2025-01-16T08:11:10Z,True,True,65,5448
dtest_case_0094,current_local,q95,db_024,raw_outputs/current_local/dtest_case_0094.sql,extraction_logs/current_local/dtest_case_0094.json,2025-01-14T12:54:52Z,True,True,318,7529
dtest_case_0094,gpt4,q95,db_024,raw_outputs/gpt4/dtest_case_0094.sql,extraction_logs/gpt4/dtest_case_0094.json,2025-01-15T03:27:37Z,True,True,108,446
dtest_case_0094,claude3,q95,db_024,raw_outputs/claude3/dtest_case_0094.sql,extraction_logs/claude3/dtest_case_0094.json,2025-01-16T04:24:02Z,True,True,330,2139
dtest_case_0095,current_local,q96,db_154,raw_outputs/current_local/dtest_case_0095.sql,extraction_logs/current_local/dtest_case_0095.json,2025-01-14T01:25:04Z,True,True,314,1595
dtest_case_0095,gpt4,q96,db_154,raw_outputs/gpt4/dtest_case_0095.sql,extraction_logs/gpt4/dtest_case_0095.json,2025-01-15T05:49:05Z,True,True,477,7744
dtest_case_0095,claude3,q96,db_154,raw_outputs/claude3/dtest_case_0095.sql,extraction_logs/claude3/dtest_case_0095.json,2025-01-16T10:01:46Z,True,True,262,5545
dtest_case_0096,current_local,q97,db_188,raw_outputs/current_local/dtest_case_0096.sql,extraction_logs/current_local/dtest_case_0096.json,2025-01-14T21:02:11Z,True,True,326,6499
dtest_case_0096,gpt4,q97,db_188,raw_outputs/gpt4/dtest_case_0096.sql,extraction_logs/gpt4/dtest_case_0096.json,2025-01-15T23:25:32Z,True,True,229,2793
dtest_case_0096,claude3,q97,db_188,raw_outputs/claude3/dtest_case_0096.sql,extraction_logs/claude3/dtest_case_0096.json,2025-01-16T08:50:46Z,True,True,124,7296
dtest_case_0097,current_local,q98,db_124,raw_outputs/current_local/dtest_case_0097.sql,extraction_logs/current_local/dtest_case_0097.json,2025-01-14T22:47:21Z,True,True,157,1874
dtest_case_0097,gpt4,q98,db_124,raw_outputs/gpt4/dtest_case_0097.sql,extraction_logs/gpt4/dtest_case_0097.json,2025-01-15T14:26:34Z,True,False,430,6615
dtest_case_0097,claude3,q98,db_124,raw_outputs/claude3/dtest_case_0097.sql,extraction_logs/claude3/dtest_case_0097.json,2025-01-16T01:01:34Z,True,True,205,1270
dtest_case_0098,current_local,q99,db_041,raw_outputs/current_local/dtest_case_0098.sql,extraction_logs/current_local/dtest_case_0098.json,2025-01-14T06:05:08Z,True,True,50,5263
dtest_case_0098,gpt4,q99,db_041,raw_outputs/gpt4/dtest_case_0098.sql,extraction_logs/gpt4/dtest_case_0098.json,2025-01-15T22:22:02Z,True,True,458,6134
dtest_case_0098,claude3,q99,db_041,raw_outputs/claude3/dtest_case_0098.sql,extraction_logs/claude3/dtest_case_0098.json,2025-01-16T05:14:20Z,True,False,166,1148
dtest_case_0099,current_local,q100,db_157,raw_outputs/current_local/dtest_case_0099.sql,extraction_logs/current_local/dtest_case_0099.json,2025-01-14T13:51:13Z,True,True,450,4846
dtest_case_0099,gpt4,q100,db_157,raw_outputs/gpt4/dtest_case_0099.sql,extraction_logs/gpt4/dtest_case_0099.json,2025-01-15T08:34:59Z,True,True,259,1338
dtest_case_0099,claude3,q100,db_157,raw_outputs/claude3/dtest_case_0099.sql,extraction_logs/claude3/dtest_case_0099.json,2025-01-16T00:05:58Z,True,False,492,3874
dtest_case_0100,current_local,q101,db_015,raw_outputs/current_local/dtest_case_0100.sql,extraction_logs/current_local/dtest_case_0100.json,2025-01-14T01:55:45Z,True,True,149,4796
dtest_case_0100,gpt4,q101,db_015,raw_outputs/gpt4/dtest_case_0100.sql,extraction_logs/gpt4/dtest_case_0100.json,2025-01-15T07:34:18Z,True,True,383,5826
dtest_case_0100,claude3,q101,db_015,raw_outputs/claude3/dtest_case_0100.sql,extraction_logs/claude3/dtest_case_0100.json,2025-01-16T19:48:24Z,True,True,319,4449
dtest_case_0101,current_local,q102,db_045,raw_outputs/current_local/dtest_case_0101.sql,extraction_logs/current_local/dtest_case_0101.json,2025-01-14T05:22:21Z,True,True,132,7989
dtest_case_0101,gpt4,q102,db_045,raw_outputs/gpt4/dtest_case_0101.sql,extraction_logs/gpt4/dtest_case_0101.json,2025-01-15T18:02:41Z,True,True,333,5275
dtest_case_0101,claude3,q102,db_045,raw_outputs/claude3/dtest_case_0101.sql,extraction_logs/claude3/dtest_case_0101.json,2025-01-16T12:06:13Z,True,True,300,5955
dtest_case_0102,current_local,q103,db_065,raw_outputs/current_local/dtest_case_0102.sql,extraction_logs/current_local/dtest_case_0102.json,2025-01-14T22:56:59Z,True,True,447,1343
dtest_case_0102,gpt4,q103,db_065,raw_outputs/gpt4/dtest_case_0102.sql,extraction_logs/gpt4/dtest_case_0102.json,2025-01-15T05:52:35Z,True,True,335,464
dtest_case_0102,claude3,q103,db_065,raw_outputs/claude3/dtest_case_0102.sql,extraction_logs/claude3/dtest_case_0102.json,2025-01-16T00:55:51Z,True,True,252,5116
dtest_case_0103,current_local,q104,db_089,raw_outputs/current_local/dtest_case_0103.sql,extraction_logs/current_local/dtest_case_0103.json,2025-01-14T02:40:58Z,True,True,90,6027
dtest_case_0103,gpt4,q104,db_089,raw_outputs/gpt4/dtest_case_0103.sql,extraction_logs/gpt4/dtest_case_0103.json,2025-01-15T03:27:07Z,True,True,174,7989
dtest_case_0103,claude3,q104,db_089,raw_outputs/claude3/dtest_case_0103.sql,extraction_logs/claude3/dtest_case_0103.json,2025-01-16T21:40:55Z,True,True,232,7383
dtest_case_0104,current_local,q105,db_071,raw_outputs/current_local/dtest_case_0104.sql,extraction_logs/current_local/dtest_case_0104.json,2025-01-14T16:47:29Z,True,True,316,7943
dtest_case_0104,gpt4,q105,db_071,raw_outputs/gpt4/dtest_case_0104.sql,extraction_logs/gpt4/dtest_case_0104.json,2025-01-15T13:49:20Z,True,True,374,5623
dtest_case_0104,claude3,q105,db_071,raw_outputs/claude3/dtest_case_0104.sql,extraction_logs/claude3/dtest_case_0104.json,2025-01-16T19:36:02Z,True,True,250,3716
dtest_case_0105,current_local,q106,db_009,raw_outputs/current_local/dtest_case_0105.sql,extraction_logs/current_local/dtest_case_0105.json,2025-01-14T08:03:34Z,True,True,265,2727
dtest_case_0105,gpt4,q106,db_009,raw_outputs/gpt4/dtest_case_0105.sql,extraction_logs/gpt4/dtest_case_0105.json,2025-01-15T00:07:44Z,True,True,473,2579
dtest_case_0105,claude3,q106,db_009,raw_outputs/claude3/dtest_case_0105.sql,extraction_logs/claude3/dtest_case_0105.json,2025-01-16T21:11:45Z,True,True,410,4954
dtest_case_0106,current_local,q107,db_088,raw_outputs/current_local/dtest_case_0106.sql,extraction_logs/current_local/dtest_case_0106.json,2025-01-14T19:28:21Z,True,True,356,1773
dtest_case_0106,gpt4,q107,db_088,raw_outputs/gpt4/dtest_case_0106.sql,extraction_logs/gpt4/dtest_case_0106.json,2025-01-15T19:56:28Z,True,True,360,1678
dtest_case_0106,claude3,q107,db_088,raw_outputs/claude3/dtest_case_0106.sql,extraction_logs/claude3/dtest_case_0106.json,2025-01-16T03:21:11Z,True,True,391,5811
dtest_case_0107,current_local,q108,db_129,raw_outputs/current_local/dtest_case_0107.sql,extraction_logs/current_local/dtest_case_0107.json,2025-01-14T01:23:33Z,True,True,410,1992
dtest_case_0107,gpt4,q108,db_129,raw_outputs/gpt4/dtest_case_0107.sql,extraction_logs/gpt4/dtest_case_0107.json,2025-01-15T07:22:37Z,True,True,202,3993
dtest_case_0107,claude3,q108,db_129,raw_outputs/claude3/dtest_case_0107.sql,extraction_logs/claude3/dtest_case_0107.json,2025-01-16T16:11:05Z,True,False,185,5786
dtest_case_0108,current_local,q109,db_136,raw_outputs/current_local/dtest_case_0108.sql,extraction_logs/current_local/dtest_case_0108.json,2025-01-14T09:00:56Z,True,True,290,5162
dtest_case_0108,gpt4,q109,db_136,raw_outputs/gpt4/dtest_case_0108.sql,extraction_logs/gpt4/dtest_case_0108.json,2025-01-15T07:13:34Z,True,True,389,6143
dtest_case_0108,claude3,q109,db_136,raw_outputs/claude3/dtest_case_0108.sql,extraction_logs/claude3/dtest_case_0108.json,2025-01-16T16:12:37Z,True,True,418,1413
dtest_case_0109,current_local,q110,db_063,raw_outputs/current_local/dtest_case_0109.sql,extraction_logs/current_local/dtest_case_0109.json,2025-01-14T07:42:19Z,True,True,139,6126
dtest_case_0109,gpt4,q110,db_063,raw_outputs/gpt4/dtest_case_0109.sql,extraction_logs/gpt4/dtest_case_0109.json,2025-01-15T20:52:48Z,True,True,155,5682
dtest_case_0109,claude3,q110,db_063,raw_outputs/claude3/dtest_case_0109.sql,extraction_logs/claude3/dtest_case_0109.json,2025-01-16T21:40:08Z,True,True,354,4848
dtest_case_0110,current_local,q111,db_139,raw_outputs/current_local/dtest_case_0110.sql,extraction_logs/current_local/dtest_case_0110.json,2025-01-14T16:23:20Z,True,True,472,382
dtest_case_0110,gpt4,q111,db_139,raw_outputs/gpt4/dtest_case_0110.sql,extraction_logs/gpt4/dtest_case_0110.json,2025-01-15T08:38:12Z,True,True,196,5202
dtest_case_0110,claude3,q111,db_139,raw_outputs/claude3/dtest_case_0110.sql,extraction_logs/claude3/dtest_case_0110.json,2025-01-16T12:45:44Z,True,True,157,218
dtest_case_0111,current_local,q112,db_081,raw_outputs/current_local/dtest_case_0111.sql,extraction_logs/current_local/dtest_case_0111.json,2025-01-14T11:07:07Z,True,True,158,3539
dtest_case_0111,gpt4,q112,db_081,raw_outputs/gpt4/dtest_case_0111.sql,extraction_logs/gpt4/dtest_case_0111.json,2025-01-15T15:32:44Z,True,True,299,7820
dtest_case_0111,claude3,q112,db_081,raw_outputs/claude3/dtest_case_0111.sql,extraction_logs/claude3/dtest_case_0111.json,2025-01-16T07:24:26Z,True,False,207,3252
dtest_case_0112,current_local,q113,db_136,raw_outputs/current_local/dtest_case_0112.sql,extraction_logs/current_local/dtest_case_0112.json,2025-01-14T14:22:48Z,True,True,387,5977
dtest_case_0112,gpt4,q113,db_136,raw_outputs/gpt4/dtest_case_0112.sql,extraction_logs/gpt4/dtest_case_0112.json,2025-01-15T01:03:29Z,True,True,469,793
dtest_case_0112,claude3,q113,db_136,raw_outputs/claude3/dtest_case_0112.sql,extraction_logs/claude3/dtest_case_0112.json,2025-01-16T04:18:46Z,True,True,133,5432
dtest_case_0113,current_local,q114,db_163,raw_outputs/current_local/dtest_case_0113.sql,extraction_logs/current_local/dtest_case_0113.json,2025-01-14T00:11:57Z,True,True,90,4206
dtest_case_0113,gpt4,q114,db_163,raw_outputs/gpt4/dtest_case_0113.sql,extraction_logs/gpt4/dtest_case_0113.json,2025-01-15T01:28:40Z,True,True,356,2066
dtest_case_0113,claude3,q114,db_163,raw_outputs/claude3/dtest_case_0113.sql,extraction_logs/claude3/dtest_case_0113.json,2025-01-16T12:09:13Z,True,True,167,7056
dtest_case_0114,current_local,q115,db_163,raw_outputs/current_local/dtest_case_0114.sql,extraction_logs/current_local/dtest_case_0114.json,2025-01-14T06:27:02Z,True,True,204,4924
dtest_case_0114,gpt4,q115,db_163,raw_outputs/gpt4/dtest_case_0114.sql,extraction_logs/gpt4/dtest_case_0114.json,2025-01-15T01:28:37Z,True,True,399,6639
dtest_case_0114,claude3,q115,db_163,raw_outputs/claude3/dtest_case_0114.sql,extraction_logs/claude3/dtest_case_0114.json,2025-01-16T01:16:40Z,True,True,468,2482
dtest_case_0115,current_local,q116,db_033,raw_outputs/current_local/dtest_case_0115.sql,extraction_logs/current_local/dtest_case_0115.json,2025-01-14T00:54:44Z,True,True,406,1436
dtest_case_0115,gpt4,q116,db_033,raw_outputs/gpt4/dtest_case_0115.sql,extraction_logs/gpt4/dtest_case_0115.json,2025-01-15T16:30:24Z,True,True,343,2019
dtest_case_0115,claude3,q116,db_033,raw_outputs/claude3/dtest_case_0115.sql,extraction_logs/claude3/dtest_case_0115.json,2025-01-16T20:53:42Z,True,True,148,3700
dtest_case_0116,current_local,q117,db_123,raw_outputs/current_local/dtest_case_0116.sql,extraction_logs/current_local/dtest_case_0116.json,2025-01-14T22:08:52Z,True,True,79,3459
dtest_case_0116,gpt4,q117,db_123,raw_outputs/gpt4/dtest_case_0116.sql,extraction_logs/gpt4/dtest_case_0116.json,2025-01-15T11:33:31Z,True,True,205,3443
dtest_case_0116,claude3,q117,db_123,raw_outputs/claude3/dtest_case_0116.sql,extraction_logs/claude3/dtest_case_0116.json,2025-01-16T14:40:22Z,True,True,97,7015
dtest_case_0117,current_local,q118,db_005,raw_outputs/current_local/dtest_case_0117.sql,extraction_logs/current_local/dtest_case_0117.json,2025-01-14T21:35:59Z,True,True,216,3561
dtest_case_0117,gpt4,q118,db_005,raw_outputs/gpt4/dtest_case_0117.sql,extraction_logs/gpt4/dtest_case_0117.json,2025-01-15T23:27:36Z,True,True,470,1791
dtest_case_0117,claude3,q118,db_005,raw_outputs/claude3/dtest_case_0117.sql,extraction_logs/claude3/dtest_case_0117.json,2025-01-16T00:00:46Z,True,True,206,3473
dtest_case_0118,current_local,q119,db_041,raw_outputs/current_local/dtest_case_0118.sql,extraction_logs/current_local/dtest_case_0118.json,2025-01-14T17:27:34Z,True,True,175,6738
dtest_case_0118,gpt4,q119,db_041,raw_outputs/gpt4/dtest_case_0118.sql,extraction_logs/gpt4/dtest_case_0118.json,2025-01-15T16:48:37Z,True,True,441,1129
dtest_case_0118,claude3,q119,db_041,raw_outputs/claude3/dtest_case_0118.sql,extraction_logs/claude3/dtest_case_0118.json,2025-01-16T15:51:55Z,True,True,370,1254
dtest_case_0119,current_local,q120,db_028,raw_outputs/current_local/dtest_case_0119.sql,extraction_logs/current_local/dtest_case_0119.json,2025-01-14T03:48:44Z,True,True,463,1599
dtest_case_0119,gpt4,q120,db_028,raw_outputs/gpt4/dtest_case_0119.sql,extraction_logs/gpt4/dtest_case_0119.json,2025-01-15T23:58:02Z,True,True,309,1378
dtest_case_0119,claude3,q120,db_028,raw_outputs/claude3/dtest_case_0119.sql,extraction_logs/claude3/dtest_case_0119.json,2025-01-16T13:53:42Z,True,True,283,3834
dtest_case_0120,current_local,q121,db_135,raw_outputs/current_local/dtest_case_0120.sql,extraction_logs/current_local/dtest_case_0120.json,2025-01-14T17:05:58Z,True,True,294,4837
dtest_case_0120,gpt4,q121,db_135,raw_outputs/gpt4/dtest_case_0120.sql,extraction_logs/gpt4/dtest_case_0120.json,2025-01-15T09:36:57Z,True,True,219,323
dtest_case_0120,claude3,q121,db_135,raw_outputs/claude3/dtest_case_0120.sql,extraction_logs/claude3/dtest_case_0120.json,2025-01-16T04:34:22Z,True,True,323,6339
dtest_case_0121,current_local,q122,db_072,raw_outputs/current_local/dtest_case_0121.sql,extraction_logs/current_local/dtest_case_0121.json,2025-01-14T08:48:28Z,True,True,480,6981
dtest_case_0121,gpt4,q122,db_072,raw_outputs/gpt4/dtest_case_0121.sql,extraction_logs/gpt4/dtest_case_0121.json,2025-01-15T19:16:44Z,True,True,327,4363
dtest_case_0121,claude3,q122,db_072,raw_outputs/claude3/dtest_case_0121.sql,extraction_logs/claude3/dtest_case_0121.json,2025-01-16T04:36:40Z,True,True,211,564
dtest_case_0122,current_local,q123,db_012,raw_outputs/current_local/dtest_case_0122.sql,extraction_logs/current_local/dtest_case_0122.json,2025-01-14T21:52:58Z,True,True,436,5873
dtest_case_0122,gpt4,q123,db_012,raw_outputs/gpt4/dtest_case_0122.sql,extraction_logs/gpt4/dtest_case_0122.json,2025-01-15T01:31:44Z,True,True,390,3189
dtest_case_0122,claude3,q123,db_012,raw_outputs/claude3/dtest_case_0122.sql,extraction_logs/claude3/dtest_case_0122.json,2025-01-16T11:20:43Z,True,True,373,1722
dtest_case_0123,current_local,q124,db_162,raw_outputs/current_local/dtest_case_0123.sql,extraction_logs/current_local/dtest_case_0123.json,2025-01-14T00:27:23Z,True,True,446,1334
dtest_case_0123,gpt4,q124,db_162,raw_outputs/gpt4/dtest_case_0123.sql,extraction_logs/gpt4/dtest_case_0123.json,2025-01-15T01:10:35Z,True,True,322,3370
dtest_case_0123,claude3,q124,db_162,raw_outputs/claude3/dtest_case_0123.sql,extraction_logs/claude3/dtest_case_0123.json,2025-01-16T17:39:21Z,True,True,299,3034
dtest_case_0124,current_local,q125,db_033,raw_outputs/current_local/dtest_case_0124.sql,extraction_logs/current_local/dtest_case_0124.json,2025-01-14T04:38:20Z,True,True,54,856
dtest_case_0124,gpt4,q125,db_033,raw_outputs/gpt4/dtest_case_0124.sql,extraction_logs/gpt4/dtest_case_0124.json,2025-01-15T04:35:53Z,True,True,113,3362
dtest_case_0124,claude3,q125,db_033,raw_outputs/claude3/dtest_case_0124.sql,extraction_logs/claude3/dtest_case_0124.json,2025-01-16T20:33:10Z,True,True,96,3411
dtest_case_0125,current_local,q126,db_048,raw_outputs/current_local/dtest_case_0125.sql,extraction_logs/current_local/dtest_case_0125.json,2025-01-14T21:20:53Z,True,True,54,1176
dtest_case_0125,gpt4,q126,db_048,raw_outputs/gpt4/dtest_case_0125.sql,extraction_logs/gpt4/dtest_case_0125.json,2025-01-15T23:19:40Z,True,True,61,5901
dtest_case_0125,claude3,q126,db_048,raw_outputs/claude3/dtest_case_0125.sql,extraction_logs/claude3/dtest_case_0125.json,2025-01-16T16:50:18Z,True,True,157,6067
dtest_case_0126,current_local,q127,db_151,raw_outputs/current_local/dtest_case_0126.sql,extraction_logs/current_local/dtest_case_0126.json,2025-01-14T19:31:05Z,True,True,299,5547
dtest_case_0126,gpt4,q127,db_151,raw_outputs/gpt4/dtest_case_0126.sql,extraction_logs/gpt4/dtest_case_0126.json,2025-01-15T05:10:32Z,True,True,456,4694
dtest_case_0126,claude3,q127,db_151,raw_outputs/claude3/dtest_case_0126.sql,extraction_logs/claude3/dtest_case_0126.json,2025-01-16T10:56:50Z,True,True,228,6268
dtest_case_0127,current_local,q128,db_062,raw_outputs/current_local/dtest_case_0127.sql,extraction_logs/current_local/dtest_case_0127.json,2025-01-14T13:26:17Z,True,True,224,6342
dtest_case_0127,gpt4,q128,db_062,raw_outputs/gpt4/dtest_case_0127.sql,extraction_logs/gpt4/dtest_case_0127.json,2025-01-15T14:03:06Z,True,True,97,2758
dtest_case_0127,claude3,q128,db_062,raw_outputs/claude3/dtest_case_0127.sql,extraction_logs/claude3/dtest_case_0127.json,2025-01-16T08:07:51Z,True,False,386,5176
dtest_case_0128,current_local,q129,db_037,raw_outputs/current_local/dtest_case_0128.sql,extraction_logs/current_local/dtest_case_0128.json,2025-01-14T00:31:07Z,True,True,343,5642
dtest_case_0128,gpt4,q129,db_037,raw_outputs/gpt4/dtest_case_0128.sql,extraction_logs/gpt4/dtest_case_0128.json,2025-01-15T04:12:46Z,True,True,336,2967
dtest_case_0128,claude3,q129,db_037,raw_outputs/claude3/dtest_case_0128.sql,extraction_logs/claude3/dtest_case_0128.json,2025-01-16T17:31:21Z,True,True,220,4106
dtest_case_0129,current_local,q130,db_099,raw_outputs/current_local/dtest_case_0129.sql,extraction_logs/current_local/dtest_case_0129.json,2025-01-14T21:09:41Z,True,True,326,2199
dtest_case_0129,gpt4,q130,db_099,raw_outputs/gpt4/dtest_case_0129.sql,extraction_logs/gpt4/dtest_case_0129.json,2025-01-15T11:01:40Z,True,True,233,1509
dtest_case_0129,claude3,q130,db_099,raw_outputs/claude3/dtest_case_0129.sql,extraction_logs/claude3/dtest_case_0129.json,2025-01-16T14:34:18Z,True,True,331,4408
dtest_case_0130,current_local,q131,db_172,raw_outputs/current_local/dtest_case_0130.sql,extraction_logs/current_local/dtest_case_0130.json,2025-01-14T07:06:29Z,True,False,114,3563
dtest_case_0130,gpt4,q131,db_172,raw_outputs/gpt4/dtest_case_0130.sql,extraction_logs/gpt4/dtest_case_0130.json,2025-01-15T04:00:14Z,True,True,281,4943
dtest_case_0130,claude3,q131,db_172,raw_outputs/claude3/dtest_case_0130.sql,extraction_logs/claude3/dtest_case_0130.json,2025-01-16T04:59:08Z,True,True,213,4842
dtest_case_0131,current_local,q132,db_104,raw_outputs/current_local/dtest_case_0131.sql,extraction_logs/current_local/dtest_case_0131.json,2025-01-14T01:39:22Z,True,True,479,7751
dtest_case_0131,gpt4,q132,db_104,raw_outputs/gpt4/dtest_case_0131.sql,extraction_logs/gpt4/dtest_case_0131.json,2025-01-15T03:29:30Z,True,True,404,3855
dtest_case_0131,claude3,q132,db_104,raw_outputs/claude3/dtest_case_0131.sql,extraction_logs/claude3/dtest_case_0131.json,2025-01-16T02:13:59Z,True,True,339,2292
dtest_case_0132,current_local,q133,db_035,raw_outputs/current_local/dtest_case_0132.sql,extraction_logs/current_local/dtest_case_0132.json,2025-01-14T18:58:37Z,True,True,473,5976
dtest_case_0132,gpt4,q133,db_035,raw_outputs/gpt4/dtest_case_0132.sql,extraction_logs/gpt4/dtest_case_0132.json,2025-01-15T22:33:41Z,True,True,407,7555
dtest_case_0132,claude3,q133,db_035,raw_outputs/claude3/dtest_case_0132.sql,extraction_logs/claude3/dtest_case_0132.json,2025-01-16T01:01:25Z,True,True,160,6246
dtest_case_0133,current_local,q134,db_193,raw_outputs/current_local/dtest_case_0133.sql,extraction_logs/current_local/dtest_case_0133.json,2025-01-14T01:38:02Z,True,True,169,4165
dtest_case_0133,gpt4,q134,db_193,raw_outputs/gpt4/dtest_case_0133.sql,extraction_logs/gpt4/dtest_case_0133.json,2025-01-15T22:26:53Z,True,True,102,4078
dtest_case_0133,claude3,q134,db_193,raw_outputs/claude3/dtest_case_0133.sql,extraction_logs/claude3/dtest_case_0133.json,2025-01-16T00:16:40Z,True,True,318,1756
dtest_case_0134,current_local,q135,db_101,raw_outputs/current_local/dtest_case_0134.sql,extraction_logs/current_local/dtest_case_0134.json,2025-01-14T18:52:18Z,True,True,263,6374
dtest_case_0134,gpt4,q135,db_101,raw_outputs/gpt4/dtest_case_0134.sql,extraction_logs/gpt4/dtest_case_0134.json,2025-01-15T16:54:22Z,True,True,123,7377
dtest_case_0134,claude3,q135,db_101,raw_outputs/claude3/dtest_case_0134.sql,extraction_logs/claude3/dtest_case_0134.json,2025-01-16T03:07:53Z,True,True,209,4153
dtest_case_0135,current_local,q136,db_175,raw_outputs/current_local/dtest_case_0135.sql,extraction_logs/current_local/dtest_case_0135.json,2025-01-14T13:49:27Z,True,True,102,6751
dtest_case_0135,gpt4,q136,db_175,raw_outputs/gpt4/dtest_case_0135.sql,extraction_logs/gpt4/dtest_case_0135.json,2025-01-15T14:21:29Z,True,True,254,7426
dtest_case_0135,claude3,q136,db_175,raw_outputs/claude3/dtest_case_0135.sql,extraction_logs/claude3/dtest_case_0135.json,2025-01-16T22:07:17Z,True,True,464,4245
dtest_case_0136,current_local,q137,db_131,raw_outputs/current_local/dtest_case_0136.sql,extraction_logs/current_local/dtest_case_0136.json,2025-01-14T01:17:55Z,True,True,124,7216
dtest_case_0136,gpt4,q137,db_131,raw_outputs/gpt4/dtest_case_0136.sql,extraction_logs/gpt4/dtest_case_0136.json,2025-01-15T11:48:14Z,True,True,290,7361
dtest_case_0136,claude3,q137,db_131,raw_outputs/claude3/dtest_case_0136.sql,extraction_logs/claude3/dtest_case_0136.json,2025-01-16T17:31:21Z,True,True,392,5407
dtest_case_0137,current_local,q138,db_001,raw_outputs/current_local/dtest_case_0137.sql,extraction_logs/current_local/dtest_case_0137.json,2025-01-14T17:07:40Z,True,True,477,1088
dtest_case_0137,gpt4,q138,db_001,raw_outputs/gpt4/dtest_case_0137.sql,extraction_logs/gpt4/dtest_case_0137.json,2025-01-15T10:56:00Z,True,True,186,6242
dtest_case_0137,claude3,q138,db_001,raw_outputs/claude3/dtest_case_0137.sql,extraction_logs/claude3/dtest_case_0137.json,2025-01-16T01:43:03Z,True,True,448,1018
dtest_case_0138,current_local,q139,db_005,raw_outputs/current_local/dtest_case_0138.sql,extraction_logs/current_local/dtest_case_0138.json,2025-01-14T12:18:48Z,True,True,105,6291
dtest_case_0138,gpt4,q139,db_005,raw_outputs/gpt4/dtest_case_0138.sql,extraction_logs/gpt4/dtest_case_0138.json,2025-01-15T18:36:16Z,True,True,267,2148
dtest_case_0138,claude3,q139,db_005,raw_outputs/claude3/dtest_case_0138.sql,extraction_logs/claude3/dtest_case_0138.json,2025-01-16T00:59:26Z,True,True,488,5201
dtest_case_0139,current_local,q140,db_142,raw_outputs/current_local/dtest_case_0139.sql,extraction_logs/current_local/dtest_case_0139.json,2025-01-14T14:22:20Z,True,True,62,5420
dtest_case_0139,gpt4,q140,db_142,raw_outputs/gpt4/dtest_case_0139.sql,extraction_logs/gpt4/dtest_case_0139.json,2025-01-15T00:23:43Z,True,True,480,5088
dtest_case_0139,claude3,q140,db_142,raw_outputs/claude3/dtest_case_0139.sql,extraction_logs/claude3/dtest_case_0139.json,2025-01-16T08:20:19Z,True,True,189,1516
dtest_case_0140,current_local,q141,db_103,raw_outputs/current_local/dtest_case_0140.sql,extraction_logs/current_local/dtest_case_0140.json,2025-01-14T09:16:36Z,True,True,408,2787
dtest_case_0140,gpt4,q141,db_103,raw_outputs/gpt4/dtest_case_0140.sql,extraction_logs/gpt4/dtest_case_0140.json,2025-01-15T08:34:46Z,True,True,305,6293
dtest_case_0140,claude3,q141,db_103,raw_outputs/claude3/dtest_case_0140.sql,extraction_logs/claude3/dtest_case_0140.json,2025-01-16T02:43:40Z,True,True,62,2457
dtest_case_0141,current_local,q142,db_027,raw_outputs/current_local/dtest_case_0141.sql,extraction_logs/current_local/dtest_case_0141.json,2025-01-14T04:12:35Z,True,True,65,4944
dtest_case_0141,gpt4,q142,db_027,raw_outputs/gpt4/dtest_case_0141.sql,extraction_logs/gpt4/dtest_case_0141.json,2025-01-15T08:37:10Z,True,True,149,2868
dtest_case_0141,claude3,q142,db_027,raw_outputs/claude3/dtest_case_0141.sql,extraction_logs/claude3/dtest_case_0141.json,2025-01-16T22:44:44Z,True,True,265,975
dtest_case_0142,current_local,q143,db_137,raw_outputs/current_local/dtest_case_0142.sql,extraction_logs/current_local/dtest_case_0142.json,2025-01-14T06:35:17Z,True,True,375,1139
dtest_case_0142,gpt4,q143,db_137,raw_outputs/gpt4/dtest_case_0142.sql,extraction_logs/gpt4/dtest_case_0142.json,2025-01-15T20:27:39Z,True,True,114,555
dtest_case_0142,claude3,q143,db_137,raw_outputs/claude3/dtest_case_0142.sql,extraction_logs/claude3/dtest_case_0142.json,2025-01-16T20:59:42Z,True,True,362,2296
dtest_case_0143,current_local,q144,db_015,raw_outputs/current_local/dtest_case_0143.sql,extraction_logs/current_local/dtest_case_0143.json,2025-01-14T21:53:09Z,True,True,352,2300
dtest_case_0143,gpt4,q144,db_015,raw_outputs/gpt4/dtest_case_0143.sql,extraction_logs/gpt4/dtest_case_0143.json,2025-01-15T09:45:12Z,True,True,329,4041
